"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2018-12-01,"brandy","imported brandies",731123.25,1096009.38,59337,25482.38
2018-12-01,"liqueur","imported cordials & liqueur",915.84,1373.82,62,36.7
2018-12-01,"liqueur","imported cordials & liqueurs",533317.77,799994.49,37940,28478.64
2018-12-01,"other","imported distilled spirit specialty",64285.49,96457.06,12036,11894.25
2018-12-01,"other","imported distilled spirits specialty",375.72,563.64,12,9
2018-12-01,"gin","imported dry gins",326877.21,490346.3,21304,19513.21
2018-12-01,"vodka","imported flavored vodka",464668.9,697160.9,40642,30571.73
2018-12-01,"schnapps","imported schnapps",329940.45,494913.77,29043,26473.18
2018-12-01,"vodka","imported vodka",8412.48,12618.72,582,1012.5
2018-12-01,"vodka","imported vodkas",1325062.87,1987953.39,104397,102616.44
2018-12-01,"whiskey","iowa distillery whiskies",3600,5400,120,90
2018-12-01,"whiskey","irish whiskies",669873.21,1004922.51,39712,32489.7
2018-12-01,"other","mezcal",9489.29,14234.06,517,387.75
2018-12-01,"tequila","mixto tequila",464310.54,696505.56,52660,43282.13
2018-12-01,"other","neutral grain spirits",56425.94,84641.9,6305,4728.75
2018-12-01,"other","neutral grain spirits flavored",18442.5,27663.75,1696,1272
2018-12-01,"whiskey","scotch whiskies",434010.04,650511.99,25911,27712.27
2018-12-01,"whiskey","single barrel bourbon whiskies",28265.03,42400.21,1437,1077.75
2018-12-01,"whiskey","single malt scotch",327866.38,492504.11,10944,8387.96
2018-12-01,"other","special order items",60295.39,90449.64,4011,3895.17
2018-12-01,"rum","spiced rum",1524478.16,2287001.58,147660,148856.54
2018-12-01,"whiskey","straight bourbon whiskies",1608486.4,2412895.26,122569,105374.62
2018-12-01,"whiskey","straight rye whiskies",328291.19,492496.74,15891,12011.3
2018-12-01,"other","temporary & specialty packages",582775.12,874270.93,37462,28581.5
2018-12-01,"whiskey","tennessee whiskies",1090938.38,1636633.12,67596,56270.19
2018-12-01,"other","triple sec",36288.33,54454.28,13278,12964.25
2018-12-01,"whiskey","whiskey liqueur",1194395.84,1791816.54,235859,108700.3
2018-12-01,"rum","white rum",372067.4,558130.47,49312,52608.61
2018-12-01,"unknown",NA,22607.47,33912.41,2059,1628.29
2019-01-01,"tequila","100% agave tequila",524111.74,778230.06,30507,21465.68
2019-01-01,"rum","aged dark rum",26469.4,39661.54,2284,1880.25
2019-01-01,"brandy","american brandies",297343.55,446074.41,70806,36328.92
2019-01-01,"liqueur","american cordials & liqueur",142007.69,212979.46,21415,16318.36
2019-01-01,"liqueur","american cordials & liqueurs",887.52,1331.28,96,72
2019-01-01,"other","american distilled spirit specialty",19621.42,29425.03,1790,1338
2019-01-01,"other","american distilled spirits specialty",558,837,38,18.74
2019-01-01,"gin","american dry gins",185656.85,278607.66,37231,28807.91
2019-01-01,"vodka","american flavored vodka",443194.54,666134.05,65544,49767.82
2019-01-01,"schnapps","american schnapps",297656.31,446165.57,52693,41573.44
2019-01-01,"gin","american sloe gins",1420.04,2130.06,262,262
2019-01-01,"vodka","american vodkas",2531514.83,3820672.7,426330,400091.91
2019-01-01,"whiskey","blended whiskies",471807.66,707798.7,68509,64613.63
2019-01-01,"whiskey","bottled in bond bourbon",8601.08,12901.62,650,487.5
2019-01-01,"whiskey","canadian whiskies",1765358.4,2657176.04,196580,177020.52
2019-01-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2019-01-01,"cocktail","cocktails /rtd",222647.53,331489.66,30729,48444.19
2019-01-01,"liqueur","coffee liqueurs",89880.19,135925.85,7971,6703.55
2019-01-01,"whiskey","corn whiskies",10008.08,15012.28,693,519.75
2019-01-01,"liqueur","cream liqueurs",314457.76,471833.6,26831,22441.63
2019-01-01,"gin","flavored gin",6503.81,9758.91,728,546
2019-01-01,"rum","flavored rum",305361.12,452052.44,34148,30951.75
2019-01-01,"rum","gold rum",63712.06,95569.06,7950,8820.82
2019-01-01,"brandy","imported brandies",560065.05,832059.62,45921,19781.44
2019-01-01,"liqueur","imported cordials & liqueur",1512.12,2268.24,98,62.5
2019-01-01,"liqueur","imported cordials & liqueurs",429570.98,647601.4,31513,23388.59
2019-01-01,"other","imported distilled spirit specialty",62137.05,93221.64,12035,11965.62
2019-01-01,"other","imported distilled spirits specialty",508.26,762.42,18,13.5
2019-01-01,"gin","imported dry gins",186618.32,279665.3,11674,11505.12
2019-01-01,"vodka","imported flavored vodka",276659.31,415152.42,24277,18321.06
2019-01-01,"schnapps","imported schnapps",316049.7,474077.26,27528,25451.56
2019-01-01,"vodka","imported vodka",41702.4,62553.6,2880,5040
2019-01-01,"vodka","imported vodkas",640868.08,961437.62,50252,49751.75
2019-01-01,"whiskey","irish whiskies",315770.66,468375.27,18507,15736.49
2019-01-01,"other","mezcal",6761.37,10142.15,334,250.5
2019-01-01,"tequila","mixto tequila",373470.97,560282.74,43610,35965.99
2019-01-01,"other","neutral grain spirits",24580.35,36873.04,2820,2115
2019-01-01,"other","neutral grain spirits flavored",17480,26220.9,1626,1138.5
2019-01-01,"whiskey","scotch whiskies",257839.81,387661.04,16304,18224.25
2019-01-01,"whiskey","single barrel bourbon whiskies",30068.88,45109.03,1524,1143
2019-01-01,"whiskey","single malt scotch",174819.27,260333.81,6010,4670.47
2019-01-01,"other","special order items",40717.77,61073.88,3442,3235.3
2019-01-01,"rum","spiced rum",986543.88,1480053.6,105645,96653.78
2019-01-01,"whiskey","straight bourbon whiskies",1052167.08,1580776.18,89083,75380.68
2019-01-01,"whiskey","straight rye whiskies",143564.37,215806.93,7532,5727.7
2019-01-01,"other","temporary & specialty packages",152550.67,228845.4,8571,7134.2
2019-01-01,"whiskey","tennessee whiskies",513562.71,770457.9,36133,26051.67
2019-01-01,"other","triple sec",33504.16,50275.02,12244,11999.75
2019-01-01,"whiskey","whiskey liqueur",960721.14,1440911.53,215589,87160.68
2019-01-01,"rum","white rum",295973.11,443888.16,42244,44499.83
2019-01-01,"unknown",NA,11641.08,17590.46,1761,998.6
2019-02-01,"tequila","100% agave tequila",507945.24,761956.03,28833,20514.47
2019-02-01,"rum","aged dark rum",30407.24,45613.73,2610,2189.75
2019-02-01,"brandy","american brandies",290480.08,435236.81,64686,35594.07
2019-02-01,"liqueur","american cordials & liqueur",129021.62,193556.96,18542,14342.82
2019-02-01,"liqueur","american cordials & liqueurs",519.6,779.4,60,45
2019-02-01,"other","american distilled spirit specialty",14874.77,22312.62,1141,854.24
2019-02-01,"gin","american dry gins",153542.5,230416.33,32571,24339.57
2019-02-01,"vodka","american flavored vodka",376208.4,564415.48,56829,42062.05
2019-02-01,"schnapps","american schnapps",254872.95,382582.62,44789,35476.54
2019-02-01,"gin","american sloe gins",1764.62,2647.06,286,279.5
2019-02-01,"vodka","american vodkas",2403246.5,3607724.66,399633,389170.5
2019-02-01,"whiskey","blended whiskies",421659.53,632604.7,65101,60668.45
2019-02-01,"whiskey","bottled in bond bourbon",7872.64,11809.02,556,429
2019-02-01,"whiskey","canadian whiskies",2460133.48,3675965.7,254611,288920.09
2019-02-01,"cocktail","cocktails /rtd",270986.59,406421.25,35066,55608.42
2019-02-01,"liqueur","coffee liqueurs",80579.76,119859.84,6874,5858.28
2019-02-01,"whiskey","corn whiskies",8799.07,13198.81,599,449.25
2019-02-01,"liqueur","cream liqueurs",331624.94,501439.79,27706,22820.09
2019-02-01,"gin","flavored gin",4069.82,6107.07,527,395.25
2019-02-01,"rum","flavored rum",296129.34,444281.77,33311,30086.65
2019-02-01,"rum","gold rum",52660.04,78990.19,6292,7312.96
2019-02-01,"brandy","imported brandies",529988.16,793403.21,45301,19085.77
2019-02-01,"liqueur","imported cordials & liqueur",1581.96,2373.06,102,76.5
2019-02-01,"liqueur","imported cordials & liqueurs",388866.67,580243.47,28416,20638.82
2019-02-01,"other","imported distilled spirit specialty",71819.92,107769.6,14062,13979.95
2019-02-01,"other","imported distilled spirits specialty",1447.56,2171.52,48,36
2019-02-01,"gin","imported dry gins",166584.4,249894.13,10132,10127.09
2019-02-01,"vodka","imported flavored vodka",251387.18,377157.76,21739,17244.03
2019-02-01,"schnapps","imported schnapps",247972.78,371961.75,21343,20035.7
2019-02-01,"vodka","imported vodka",195,292.5,12,9
2019-02-01,"vodka","imported vodkas",658701.06,988214.58,52577,57045.12
2019-02-01,"whiskey","iowa distillery whiskies",7050,10575,282,211.5
2019-02-01,"whiskey","irish whiskies",442230.6,663387.78,24942,22532.32
2019-02-01,"other","mezcal",4563.31,6845.07,252,189
2019-02-01,"tequila","mixto tequila",424285.57,636530.25,48488,40148.31
2019-02-01,"other","neutral grain spirits",18262.46,27395.22,2066,1549.5
2019-02-01,"other","neutral grain spirits flavored",14308.5,21463.72,1340,917.7
2019-02-01,"whiskey","scotch whiskies",257746.17,385250.77,15845,16813.41
2019-02-01,"whiskey","single barrel bourbon whiskies",16905.26,25360.28,874,655.5
2019-02-01,"whiskey","single malt scotch",143300.08,215101.65,4874,3837.54
2019-02-01,"other","special order items",110570.92,165876.61,9458,12293.12
2019-02-01,"rum","spiced rum",1116826.07,1675452.44,108247,110963.7
2019-02-01,"whiskey","straight bourbon whiskies",1101054.31,1649102.74,87142,76034.28
2019-02-01,"whiskey","straight rye whiskies",140815.85,211247.68,7384,5724.83
2019-02-01,"other","temporary & specialty packages",110131.72,165220.93,7263,5257.61
2019-02-01,"whiskey","tennessee whiskies",782439.64,1173825.74,49612,40409.34
2019-02-01,"other","triple sec",34492.73,51761.65,12709,12500
2019-02-01,"whiskey","whiskey liqueur",977003.19,1465684.46,200910,89655.75
2019-02-01,"rum","white rum",302120.16,453204.98,40145,44193.17
2019-02-01,"unknown",NA,10361.25,15542.16,1019,692.4
2019-03-01,"tequila","100% agave tequila",593680.79,893761.9,33595,25059.84
2019-03-01,"rum","aged dark rum",34219.37,51334.92,3000,2421.5
2019-03-01,"brandy","american brandies",247643,371538.67,55818,30516.95
2019-03-01,"liqueur","american cordials & liqueur",136046.95,204099.08,20187,15841.06
2019-03-01,"liqueur","american cordials & liqueurs",883.44,1325.16,108,81
2019-03-01,"other","american distilled spirit specialty",14947.69,22421.62,1083,812.25
2019-03-01,"gin","american dry gins",153837.19,231492.47,31586,24911.55
2019-03-01,"vodka","american flavored vodka",397969.22,597181.64,59276,44422.11
2019-03-01,"schnapps","american schnapps",279163.28,418664.58,48760,38486.61
2019-03-01,"gin","american sloe gins",1754.02,2631.17,281,274
2019-03-01,"vodka","american vodkas",2300972.11,3451103.22,389853,358743.87
2019-03-01,"whiskey","blended whiskies",431847.57,647883.97,65001,60545.23
2019-03-01,"whiskey","bottled in bond bourbon",7988.62,11982.93,590,442.5
2019-03-01,"whiskey","canadian whiskies",1925119.19,2896577.67,196277,179933.85
2019-03-01,"cocktail","cocktails /rtd",238936.41,355819.11,33148,53079.66
2019-03-01,"liqueur","coffee liqueurs",74947.27,112448.18,6408,5544.74
2019-03-01,"whiskey","corn whiskies",10990.1,16485.38,776,582
2019-03-01,"liqueur","cream liqueurs",325781.74,483862.86,27025,23686.28
2019-03-01,"gin","flavored gin",3579.47,5371.72,521,390.75
2019-03-01,"rum","flavored rum",323613.1,485519.26,35405,32244.38
2019-03-01,"rum","gold rum",52159.74,78239.93,6477,7333.04
2019-03-01,"brandy","imported brandies",633938.6,951766.19,53617,22185.17
2019-03-01,"liqueur","imported cordials & liqueur",979.08,1468.92,66,49.5
2019-03-01,"liqueur","imported cordials & liqueurs",405711.38,612031.88,29261,22233.07
2019-03-01,"other","imported distilled spirit specialty",81205.92,121844.21,15529,15367.36
2019-03-01,"gin","imported dry gins",172870.09,259320.7,11232,10480.61
2019-03-01,"vodka","imported flavored vodka",279046.08,418655.62,24169,17924.64
2019-03-01,"schnapps","imported schnapps",266183.42,399277.21,22679,21469.12
2019-03-01,"vodka","imported vodka",4170.24,6255.36,288,504
2019-03-01,"vodka","imported vodkas",619420.73,929295.91,50646,49595.63
2019-03-01,"whiskey","irish whiskies",534044.43,801135.32,32153,27543.24
2019-03-01,"other","mezcal",5874.15,8811.31,310,232.5
2019-03-01,"tequila","mixto tequila",415134.39,622806.44,48949,40914.24
2019-03-01,"other","neutral grain spirits",18542.7,27816.22,2093,1569.75
2019-03-01,"other","neutral grain spirits flavored",16514,24772.36,1573,1057.35
2019-03-01,"whiskey","scotch whiskies",252536.53,379242.34,16577,19314.43
2019-03-01,"whiskey","single barrel bourbon whiskies",17932.16,26900.9,914,685.5
2019-03-01,"whiskey","single malt scotch",141069.08,211475.45,4573,3556.58
2019-03-01,"other","special order items",112325.56,168532.37,11839,18243.93
2019-03-01,"rum","spiced rum",1553477.49,2330435.3,138663,149969.45
2019-03-01,"whiskey","straight bourbon whiskies",1096706.44,1645135.73,89641,77456.69
2019-03-01,"whiskey","straight rye whiskies",159342.15,239042.39,8723,6613.33
2019-03-01,"other","temporary & specialty packages",401053.89,601693.5,27686,19886.71
2019-03-01,"whiskey","tennessee whiskies",636163.08,954383.92,43116,32672.58
2019-03-01,"other","triple sec",40231.95,60375.4,15028,14798
2019-03-01,"whiskey","whiskey liqueur",926592.14,1390056.84,212241,84638.83
2019-03-01,"rum","white rum",293296.5,439969.38,39624,42247.19
2019-03-01,"unknown",NA,6987.66,10481.75,896,589.8
2019-04-01,"tequila","100% agave tequila",935487.85,1402730.8,52292,39635.21
2019-04-01,"rum","aged dark rum",30962.83,46273.12,2653,2106.75
2019-04-01,"brandy","american brandies",265586.22,397362.29,62745,32720.65
2019-04-01,"liqueur","american cordials & liqueur",152874.15,229342.84,22379,17130.29
2019-04-01,"liqueur","american cordials & liqueurs",285.84,428.76,36,27
2019-04-01,"other","american distilled spirit specialty",25182.39,37773.76,1685,1263.75
2019-04-01,"other","american distilled spirits specialty",162,243,6,4.5
2019-04-01,"gin","american dry gins",201667.6,301735.29,42102,31907.37
2019-04-01,"vodka","american flavored vodka",441548,662482.07,67832,49416.64
2019-04-01,"schnapps","american schnapps",304089.66,456273.15,53940,41889.75
2019-04-01,"gin","american sloe gins",2305.12,3389.85,353,342.5
2019-04-01,"vodka","american vodka",447.6,671.52,36,27
2019-04-01,"vodka","american vodkas",2691364.94,4037976.56,447552,403624.6
2019-04-01,"whiskey","blended whiskies",486259.47,729459.7,74672,69776.19
2019-04-01,"whiskey","bottled in bond bourbon",8759.5,13139.25,652,489
2019-04-01,"whiskey","canadian whiskies",1935664.79,2896268.47,206282,190220.43
2019-04-01,"cocktail","cocktails /rtd",658705.26,992991.64,81238,134167.67
2019-04-01,"liqueur","coffee liqueurs",78230.51,118160.23,6697,5803.99
2019-04-01,"whiskey","corn whiskies",9210.05,13815.33,613,459.75
2019-04-01,"liqueur","cream liqueurs",212547.69,322360.2,18542,15585.96
2019-04-01,"gin","flavored gin",6193.13,9293.38,815,611.25
2019-04-01,"rum","flavored rum",399940.51,600339.62,44019,40110.65
2019-04-01,"rum","gold rum",59680.02,89520.33,7648,8635.17
2019-04-01,"brandy","imported brandies",734582.69,1091181.58,60937,25108.97
2019-04-01,"liqueur","imported cordials & liqueur",591.72,887.64,56,28
2019-04-01,"liqueur","imported cordials & liqueurs",474152.01,710051.15,34655,25668.89
2019-04-01,"other","imported distilled spirit specialty",119834.49,179750.67,23303,23075.18
2019-04-01,"other","imported distilled spirits specialty",375.72,563.64,12,9
2019-04-01,"gin","imported dry gins",295810.66,443367.24,17741,17393.6
2019-04-01,"vodka","imported flavored vodka",358521.83,537896.82,32289,24151.75
2019-04-01,"schnapps","imported schnapps",292698.91,439050.91,25234,23283.26
2019-04-01,"vodka","imported vodka",90,135,6,4.5
2019-04-01,"vodka","imported vodkas",786041.61,1178153.55,62959,64973.2
2019-04-01,"whiskey","iowa distillery whiskies",6769.2,10153.8,318,238.5
2019-04-01,"whiskey","irish whiskies",336485.53,501532.07,19270,16801.8
2019-04-01,"other","mezcal",10185.1,15277.96,503,377.25
2019-04-01,"tequila","mixto tequila",661684.73,994016.98,75803,63700.53
2019-04-01,"other","neutral grain spirits",18844.79,28269.59,2167,1625.25
2019-04-01,"other","neutral grain spirits flavored",17793.75,26692.53,1707,1108.8
2019-04-01,"whiskey","scotch whiskies",261860.11,394292.43,16713,18651.28
2019-04-01,"whiskey","single barrel bourbon whiskies",34782.4,52178.53,1754,1315.5
2019-04-01,"whiskey","single malt scotch",156804.49,235998.06,5199,4083.32
2019-04-01,"other","special order items",232722.6,348973.84,25352,42371.25
2019-04-01,"rum","spiced rum",1037212.43,1556057.07,108679,102016.56
2019-04-01,"whiskey","straight bourbon whiskies",1191646.43,1791645.2,101368,88082.68
2019-04-01,"whiskey","straight rye whiskies",133781.14,200691.12,7139,5541.92
2019-04-01,"other","temporary & specialty packages",175525.59,263436.27,14564,11925
2019-04-01,"whiskey","tennessee whiskies",843489.69,1265410.97,54231,43706.48
2019-04-01,"other","triple sec",49092.94,73673.2,18406,18089.75
2019-04-01,"whiskey","whiskey liqueur",1001506.35,1502448.66,241496,92455.14
2019-04-01,"rum","white rum",329190.85,493462.91,46299,48832.25
2019-04-01,"unknown",NA,12479.57,18719.83,1704,877.49
2019-05-01,"tequila","100% agave tequila",897127.78,1345760.74,53435,41283.38
2019-05-01,"rum","aged dark rum",57628.47,86447.9,4425,3649.75
2019-05-01,"brandy","american brandies",322786.11,484249.07,74135,39266.93
2019-05-01,"liqueur","american cordials & liqueur",176911.81,265401.03,24884,18931.81
2019-05-01,"liqueur","american cordials & liqueurs",1168.2,1752.36,156,112.5
2019-05-01,"other","american distilled spirit specialty",16719.98,25080,1307,980.25
2019-05-01,"gin","american dry gins",253446.01,380286.06,45163,38570.69
2019-05-01,"vodka","american flavored vodka",621578.83,932543.27,89309,66589.38
2019-05-01,"schnapps","american schnapps",317084.03,475925.76,55875,43282.91
2019-05-01,"gin","american sloe gins",1279.12,1918.68,236,236
